Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Benjamin,4,D. Jones QB - NYG ,12.30,D. Cook RB - MIN ,13.00,K. Johnson RB - DET ,13.70,D. Adams WR - GB ,18.00,C. Godwin WR - TB ,29.20,M. Andrews TE - BAL ,9.10,J. Conner RB - PIT ,18.50,J. Slye K - CAR ,12.00,Bears DEF ,17.00,A. Rodgers QB - GB ,25.48,J. Gordon WR - SEA ,4.60,R. Woods WR - LA ,16.40,G. Kittle TE - SF ,0.00,M. Breida RB - SF ,0.00,D. Singletary RB - BUF ,0.00,142.80,Marvin,92.20
Erik,1,L. Jackson QB - BAL ,24.48,M. Ingram RB - BAL ,7.10,A. Jones RB - GB ,11.80,K. Allen WR - LAC ,4.80,O. Beckham WR - CLE ,2.00,D. Waller TE - LV ,5.30,D. Johnson RB - ARI ,13.90,G. Zuerlein K - LA ,12.00,Patriots DEF ,23.00,G. Tate WR - NYG ,0.00,B. Cooks WR - LA ,7.10,C. Ridley WR - ATL ,3.20,J. Jacobs RB - LV ,10.80,T. McLaurin WR - WAS ,0.00,T. Pollard RB - DAL ,0.00,104.38,marco,103.50
Matthias,8,D. Prescott QB - DAL ,7.62,P. Lindsay RB - DEN ,6.00,N. Chubb RB - CLE ,36.30,A. Cooper WR - DAL ,4.80,T. Boyd WR - CIN ,3.30,G. Olsen TE - CAR ,0.50,E. Sanders WR - SF ,10.40,M. Gay K - TB ,15.00,Vikings DEF ,2.00,M. Ryan QB - ATL ,15.68,T. Hilton WR - IND ,0.00,L. Bell RB - NYJ ,0.00,T. Coleman RB - SF ,0.00,M. Gordon RB - LAC ,0.00,T. Hockenson TE - DET ,8.70,85.92,Julian,100.60
Marvin,5,D. Watson QB - HOU ,11.60,C. McCaffrey RB - CAR ,23.90,M. Mack RB - IND ,3.90,M. Evans WR - TB ,14.90,T. Lockett WR - SEA ,5.10,T. Kelce TE - KC ,8.50,S. Michel RB - NE ,6.30,W. Lutz K - NO ,12.00,Rams DEF ,6.00,L. McCoy RB - KC ,14.90,C. Hyde RB - HOU ,6.40,W. Fuller WR - HOU ,2.30,D. Moore WR - CAR ,4.40,M. Brown WR - BAL ,2.20,M. Sanders RB - PHI ,7.20,92.20,Benjamin,142.80
Simon,7,T. Brady QB - NE ,3.70,F. Gore RB - BUF ,10.90,D. Henry RB - TEN ,10.80,A. Thielen WR - MIN ,0.60,J. Smith-Schuster WR - PIT ,1.50,W. Dissly TE - SEA ,11.70,D. Metcalf WR - SEA ,0.60,J. Tucker K - BAL ,5.00,Ravens DEF ,-1.00,A. Green WR - CIN ,0.00,C. Newton QB - CAR ,0.00,J. Howard RB - PHI ,29.50,T. Hill WR - KC ,0.00,S. Barkley RB - NYG ,0.00,D. Montgomery RB - CHI ,6.70,43.80,Tommy,78.40
Tommy,2,P. Mahomes QB - KC ,18.00,D. Freeman RB - ATL ,10.00,A. Kamara RB - NO ,8.90,J. Jones WR - ATL ,5.30,M. Thomas WR - NO ,9.50,O. Howard TE - TB ,3.30,S. Watkins WR - KC ,3.40,Z. Gonzalez K - ARI ,4.00,Seahawks DEF ,16.00,J. Edelman WR - NE ,3.00,R. Cobb WR - DAL ,4.10,A. Robinson WR - CHI ,7.70,D. Westbrook WR - JAX ,6.60,K. Hunt RB - CLE ,0.00,C. Carson RB - SEA ,14.50,78.40,Simon,43.80
Julian,6,R. Wilson QB - SEA ,14.30,L. Fournette RB - JAX ,24.50,A. Ekeler RB - LAC ,24.20,L. Fitzgerald WR - ARI ,4.70,D. Hopkins WR - HOU ,2.10,E. Engram TE - NYG ,5.40,D. Chark WR - JAX ,4.40,H. Butker K - KC ,10.00,Chargers DEF ,11.00,D. Jackson WR - PHI ,0.00,J. White RB - NE ,5.80,D. Williams RB - KC ,0.00,T. Gurley RB - LA ,19.00,S. Diggs WR - MIN ,8.80,J. Ross WR - CIN ,3.60,100.60,Matthias,85.92
marco,3,C. Wentz QB - PHI ,19.70,E. Elliott RB - DAL ,10.50,J. Mixon RB - CIN ,6.30,C. Kupp WR - LA ,17.90,K. Golladay WR - DET ,18.70,Z. Ertz TE - PHI ,6.50,S. Shepard WR - NYG ,9.90,S. Gostkowski K - NE ,4.00,Texans DEF ,10.00,A. Brown WR ,0.00,A. Jeffery WR - PHI ,9.80,R. Anderson WR - NYJ ,0.00,P. Barber RB - TB ,7.90,T. Cohen RB - CHI ,7.80,R. Jones RB - TB ,14.20,103.50,Erik,104.38
