Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Benjamin,2,D. Prescott QB - DAL ,6.24,D. Johnson RB - ARI ,16.10,C. McCaffrey RB - CAR ,18.00,R. Woods WR - LA ,9.30,A. Thielen WR - MIN ,1.90,G. Kittle TE - SF ,5.10,M. Ingram RB - NO ,7.40,M. Badgley K - LAC ,3.00,Bears DEF ,8.00,A. Rodgers QB - GB ,13.46,S. Ware RB - KC ,0.00,O. Beckham WR - NYG ,0.00,J. Conner RB - PIT ,0.00,J. Wilson RB - SF ,2.60,J. Allen QB - BUF ,19.76,75.04,Julian,80.82
Erik,6,A. Luck QB - IND ,9.68,E. Elliott RB - DAL ,12.80,N. Chubb RB - CLE ,10.00,D. Hopkins WR - HOU ,29.00,T. Boyd WR - CIN ,9.80,T. Kelce TE - KC ,6.10,P. Lindsay RB - DEN ,4.40,J. Tucker K - BAL ,8.00,Seahawks DEF ,5.00,R. Wilson QB - SEA ,18.98,L. Miller RB - HOU ,0.80,A. Jeffery WR - PHI ,16.00,J. Howard RB - CHI ,13.50,D. Njoku TE - CLE ,3.00,K. Golladay WR - DET ,14.60,94.78,Simon,88.74
Matthias,1,B. Roethlisberger QB - PIT ,13.10,J. Mixon RB - CIN ,25.00,A. Kamara RB - NO ,16.30,M. Evans WR - TB ,12.10,D. Adams WR - GB ,13.90,Z. Ertz TE - PHI ,2.20,A. Cooper WR - DAL ,4.30,H. Butker K - KC ,4.00,Broncos DEF ,7.00,J. Edelman WR - NE ,9.00,D. Henry RB - TEN ,29.24,D. Watson QB - HOU ,22.36,M. Mack RB - IND ,24.90,J. Samuels RB - PIT ,17.20,C. Sutton WR - DEN ,4.20,97.90,Tommy,100.52
Marvin,5,P. Rivers QB - LAC ,18.52,L. Fournette RB - JAX ,6.40,S. Michel RB - NE ,5.90,J. Jones WR - ATL ,14.20,K. Allen WR - LAC ,0.00,T. Burton TE - CHI ,9.60,T. Lockett WR - SEA ,5.60,W. Lutz K - NO ,6.00,Texans DEF ,5.00,A. Robinson WR - CHI ,5.40,I. Crowell RB - NYJ ,0.00,M. Trubisky QB - CHI ,19.00,M. Breida RB - SF ,9.60,J. Jackson RB - LAC ,14.50,K. Johnson RB - DET ,0.00,71.22,marco,66.56
Simon,7,C. Newton QB - CAR ,4.74,D. Cook RB - MIN ,28.30,A. Jones RB - GB ,0.80,A. Brown WR - PIT ,10.90,A. Humphries WR - TB ,2.30,J. Graham TE - GB ,3.20,T. Cohen RB - CHI ,9.50,K. Fairbairn K - HOU ,19.00,Jaguars DEF ,10.00,M. Ryan QB - ATL ,25.04,A. Green WR - CIN ,0.00,D. Baldwin WR - SEA ,19.70,K. Drake RB - MIA ,3.40,J. Adams RB - PHI ,8.80,Vikings DEF ,13.00,88.74,Erik,94.78
Tommy,4,P. Mahomes QB - KC ,18.02,D. Williams RB - KC ,24.30,T. Gurley RB - LA ,24.40,M. Thomas WR - NO ,4.90,J. Smith-Schuster WR - PIT ,4.00,E. Engram TE - NYG ,7.50,G. Edwards RB - BAL ,16.40,B. Maher K - DAL ,0.00,Rams DEF ,1.00,D. Thomas WR - HOU ,5.90,T. Brady QB - NE ,13.16,L. Fitzgerald WR - ARI ,8.20,S. Watkins WR - KC ,0.00,P. Barber RB - TB ,14.90,Steelers DEF ,7.00,100.52,Matthias,97.90
Julian,3,D. Brees QB - NO ,5.92,A. Peterson RB - WAS ,7.10,S. Barkley RB - NYG ,5.60,S. Diggs WR - MIN ,11.80,T. Hill WR - KC ,4.10,E. Ebron TE - IND ,0.80,T. Coleman RB - ATL ,20.50,G. Zuerlein K - LA ,11.00,Redskins DEF ,14.00,J. Cook TE - LV ,2.30,M. Gordon RB - LAC ,0.00,A. Ekeler RB - LAC ,0.00,C. Ridley WR - ATL ,4.20,T. Smith WR - NO ,1.50,Chiefs DEF ,8.00,80.82,Benjamin,75.04
marco,8,J. Goff QB - LA ,10.66,D. Martin RB - LV ,3.90,C. Carson RB - SEA ,20.80,T. Hilton WR - IND ,8.50,B. Cooks WR - LA ,5.90,R. Gronkowski TE - NE ,2.10,J. Landry WR - CLE ,3.70,S. Gostkowski K - NE ,4.00,Ravens DEF ,7.00,L. McCoy RB - BUF ,0.00,D. Lewis RB - TEN ,4.40,J. Gordon WR - NE ,1.90,J. White RB - NE ,3.70,C. Wentz QB - PHI ,0.00,A. Hooper TE - ATL ,0.00,66.56,Marvin,71.22
