TeamName	RegularSeasonRank	Record	PointsFor	PointsAgainst	PlayoffRank	ManagerName	Moves	Trades	DraftPosition
Simi	1	11-3-0	1,489.68	1,354.76	1	Simi	20	3	3
Ritz	2	9-5-0	1,271.44	1,201.64	4	Ritz	41	0	6
Erik	3	7-7-0	1,459.98	1,370.52	2	Erik	42	4	2
Benni	4	7-7-0	1,333.50	1,389.48	3	Benni	74	1	1
Marv	5	6-8-0	1,271.30	1,263.68	7	Marv	21	2	4
Kessi	6	6-8-0	1,190.30	1,328.94	8	Kessi	25	0	5
Tommy	7	5-9-0	1,306.76	1,280.82	5	Tommy	31	0	8
Juschka	8	5-9-0	1,195.06	1,328.18	6	Juschka	12	0	7


